filename,x1,x2,y1,y2,max_x,max_y
bGaslniO4a_a.tif,29348,30108,28404,29675,82944,197632
bGaslniO4a_a.tif,11735,12379,70274,71195,82944,197632
2qj5MlLLBT_a.tif,11185,12276,11571,12671,82944,196608
2qj5MlLLBT_a.tif,14380,15583,11252,12434,82944,196608
2qj5MlLLBT_a.tif,12162,13834,71136,72440,82944,196608
2qj5MlLLBT_a.tif,59717,60925,69848,70838,82944,196608
2qj5MlLLBT_b.tif,11740,12998,10358,11449,82944,196608
2qj5MlLLBT_b.tif,61137,62039,12162,13157,82944,196608
2qj5MlLLBT_b.tif,5089,6113,71851,72582,82944,196608
Kn5fOmiTn6_b.tif,15341,15908,170845,171896,82688,197632
2XE4wBhzed_b.tif,15447,16761,142268,143025,82944,197888
2XE4wBhzed_b.tif,70111,71380,127898,128652,82944,197888
2XE4wBhzed_b.tif,66744,67371,82172,82577,82944,197888
2XE4wBhzed_b.tif,13425,13888,78272,78662,82944,197888
fgh7blkYnD_b.tif,33713,34283,20384,21534,82944,197888
fgh7blkYnD_b.tif,82331,82927,13889,14473,82944,197888
fgh7blkYnD_b.tif,81763,82703,61605,62565,82944,197888
fgh7blkYnD_b.tif,33809,35384,68086,69377,82944,197888
fgh7blkYnD_b.tif,31462,33198,184856,185736,82944,197888
hleQjKWUWK_b.tif,13085,14060,35280,36156,82944,197888
hleQjKWUWK_b.tif,63140,64215,86793,87606,82944,197888
hleQjKWUWK_b.tif,60389,61433,142569,143213,82944,197888
hleQjKWUWK_b.tif,14940,16373,138538,139454,82944,197888
0SJ4TLT74S_b.tif,16859,17739,36176,36969,82688,197888
0SJ4TLT74S_b.tif,71317,72166,32196,32946,82688,197888
0SJ4TLT74S_b.tif,66926,68022,84483,85622,82688,197888
L3ysO1rzsI_a.tif,59840,60507,141375,142124,82688,198144
L3ysO1rzsI_a.tif,5424,6113,138995,139795,82688,198144
L3ysO1rzsI_b.tif,4537,5102,148147,148809,82688,198144
JRcVHxC7B0_a.tif,77659,79574,37512,40280,82688,197632
JRcVHxC7B0_a.tif,5330,6123,97883,98384,82688,197632
JRcVHxC7B0_a.tif,5334,5725,97901,98279,82688,197632
JRcVHxC7B0_a.tif,67555,68721,94912,95777,82688,197632
nwOCTALslG_a.tif,6526,7323,181642,182539,82944,197888
nwOCTALslG_a.tif,62447,63430,172404,173437,82944,197888
nwOCTALslG_b.tif,70827,71889,157808,158786,82944,197888
nwOCTALslG_b.tif,74229,75181,98311,99234,82944,197888
nwOCTALslG_b.tif,18405,19323,107609,108459,82944,197888
SHpdYEvPRk_a.tif,16210,16662,127730,128444,82688,198144
SHpdYEvPRk_a.tif,67048,67661,119066,119904,82688,198144
SHpdYEvPRk_a.tif,70907,71403,58927,59496,82688,198144
SHpdYEvPRk_a.tif,18439,18911,65659,66113,82688,198144
tN07oAdLhU_a.tif,7256,8112,43352,44255,82688,198144
tN07oAdLhU_a.tif,2698,3183,82314,83003,82688,198144
tN07oAdLhU_a.tif,49301,50295,41471,42549,82688,198144
tN07oAdLhU_a.tif,49101,49785,85040,85706,82688,198144
nYqE5IHBfp_a.tif,67743,68979,154505,155796,82688,197888
nYqE5IHBfp_a.tif,12000,13733,160099,161828,82688,197888
vMK209GUvI_a.tif,13695,14202,31587,32172,82944,198656
vMK209GUvI_a.tif,15768,16657,11394,12494,82944,198656
vMK209GUvI_a.tif,66421,67557,17247,18518,82944,198656
vMK209GUvI_a.tif,14719,15540,66623,68453,82944,198656
vMK209GUvI_a.tif,15603,17102,65945,66720,82944,198656
vMK209GUvI_a.tif,18761,19639,72330,73148,82944,198656
vMK209GUvI_a.tif,21300,22238,71537,72577,82944,198656
vMK209GUvI_a.tif,59492,59914,61282,61707,82944,198656
vMK209GUvI_a.tif,58293,59091,62356,63793,82944,198656
vMK209GUvI_a.tif,62672,63523,67917,68596,82944,198656
vMK209GUvI_a.tif,65017,66072,67330,68360,82944,198656
vMK209GUvI_a.tif,60207,61131,119956,121178,82944,198656
oLPMlHLGal_a.tif,1312,2119,183135,184136,82688,198144
oLPMlHLGal_a.tif,56396,57853,171714,172965,82688,198144
pxYb4VfAwX_a.tif,1072,6374,33359,38865,82944,197632
pxYb4VfAwX_a.tif,51095,53646,35779,40486,82944,197632
TIwsDW4BcU_a.tif,8776,10052,34254,35496,82688,197888
TIwsDW4BcU_a.tif,57985,59087,31211,32200,82688,197888
PL1DqMsg73_a.tif,74031,74770,79656,80489,82688,197632
PL1DqMsg73_b.tif,66220,67134,131413,133323,82688,197632
mReC9GXuTz_a.tif,78138,79433,97615,99186,82688,196864
6uADrO6B8G_a.tif,601,4048,127402,130587,82944,197888
6uADrO6B8G_a.tif,2131,6931,21964,24888,82944,197888
6uADrO6B8G_a.tif,55730,60328,19034,21860,82944,197888
6uADrO6B8G_a.tif,2396,6897,63608,67304,82944,197888
6uADrO6B8G_a.tif,47869,51195,127799,130893,82944,197888
6uADrO6B8G_a.tif,52575,56560,178893,182367,82944,197888
6uADrO6B8G_b.tif,55161,58279,12673,14904,82944,197888
6uADrO6B8G_b.tif,57260,61168,188802,191911,82944,197888
6uADrO6B8G_b.tif,52515,56314,126225,128815,82944,197888
d9YWQcTLzD_a.tif,75553,76338,144305,145098,82944,198144
d9YWQcTLzD_b.tif,20332,21557,31931,32778,82944,198144
d9YWQcTLzD_b.tif,19392,19890,31044,31617,82944,198144
d9YWQcTLzD_b.tif,67878,68556,26247,27145,82944,198144
d9YWQcTLzD_b.tif,76082,77082,183920,184729,82944,198144
d9YWQcTLzD_b.tif,35579,36626,194350,195110,82944,198144
YtujNZy8lv_a.tif,55987,57626,182758,184752,82688,197632
YtujNZy8lv_a.tif,7149,8606,184106,185850,82688,197632
YtujNZy8lv_b.tif,56140,57880,176617,179198,82688,197632
FSlCJqyahA_b.tif,16333,16828,18320,18909,82944,197888
FSlCJqyahA_b.tif,58303,58880,16997,17764,82944,197888
fHPzaszsFO_a.tif,5695,7287,14855,16515,82688,197888
fHPzaszsFO_a.tif,52525,54486,16626,18627,82688,197888
fHPzaszsFO_a.tif,4755,6223,56738,58224,82688,197888
fHPzaszsFO_a.tif,55161,56732,67880,69415,82688,197888
fHPzaszsFO_a.tif,60039,61318,128220,129481,82688,197888
fHPzaszsFO_a.tif,9572,10960,125887,127309,82688,197888
EvCh35AKcd_a.tif,58669,60774,140766,142782,82944,197888
EvCh35AKcd_a.tif,59310,61957,142847,145309,82944,197888
EvCh35AKcd_a.tif,635,3055,144013,146195,82944,197888
EvCh35AKcd_a.tif,86,2237,141887,143957,82944,197888
EvCh35AKcd_a.tif,876,1604,80168,80911,82944,197888
EvCh35AKcd_a.tif,56260,57131,81681,82592,82944,197888
EvCh35AKcd_b.tif,66096,67184,129842,130906,82944,197888
EvCh35AKcd_b.tif,13677,15612,128048,129972,82944,197888
EvCh35AKcd_b.tif,14677,16376,126092,127709,82944,197888
EvCh35AKcd_b.tif,6277,7062,18133,18970,82944,197888
EvCh35AKcd_b.tif,71085,71889,19800,20597,82944,197888
EvCh35AKcd_b.tif,13092,13809,90896,91607,82944,197888
EvCh35AKcd_b.tif,65206,65982,91834,92568,82944,197888
ZaoHkxtuIW_a.tif,16676,17491,17279,18104,82688,198144
ZaoHkxtuIW_a.tif,73094,74055,22242,23118,82688,198144
ZaoHkxtuIW_a.tif,15637,16352,86609,87381,82688,198144
ZaoHkxtuIW_a.tif,70333,71164,78042,78868,82688,198144
ZaoHkxtuIW_b.tif,23818,24716,28247,29172,82688,198144
ZaoHkxtuIW_b.tif,68577,69438,36271,37111,82688,198144
ZaoHkxtuIW_b.tif,11639,12467,81741,82551,82688,198144
ZaoHkxtuIW_b.tif,66912,67874,89790,90747,82688,198144
51nZ7GBlix_b.tif,58556,60043,86182,87577,82944,197888
51nZ7GBlix_b.tif,1377,2667,148007,149185,82944,197888
51nZ7GBlix_b.tif,54865,55941,137060,138027,82944,197888
ju6xhS2O19_a.tif,31285,33082,30273,31990,82944,192512
ju6xhS2O19_a.tif,80493,82181,34606,36196,82944,192512
ju6xhS2O19_a.tif,27160,28540,79461,80799,82944,192512
ju6xhS2O19_b.tif,21277,23080,33661,35419,82944,192512
ju6xhS2O19_b.tif,72948,74678,32746,34315,82944,192512
ju6xhS2O19_b.tif,62417,63736,37661,38937,82944,192512
ju6xhS2O19_b.tif,75337,77059,83937,85410,82944,192512
76kH2NPcOC_a.tif,31205,32840,120923,122369,82944,197888
76kH2NPcOC_a.tif,34318,35887,181631,183154,82944,197888
76kH2NPcOC_a.tif,67358,68333,178898,179788,82944,197888
76kH2NPcOC_a.tif,69096,70084,123659,124635,82944,197888
76kH2NPcOC_a.tif,70578,71553,71986,72935,82944,197888
76kH2NPcOC_a.tif,32111,33235,68132,69124,82944,197888
76kH2NPcOC_a.tif,28359,29669,18764,19932,82944,197888
76kH2NPcOC_a.tif,71509,72747,20311,21397,82944,197888
IehPaaTZz6_b.tif,29861,30410,21589,22138,82688,198144
IehPaaTZz6_b.tif,30497,30912,20582,20989,82688,198144
IehPaaTZz6_b.tif,28196,28741,40269,40574,82688,198144
IehPaaTZz6_b.tif,58468,59086,71571,72015,82688,198144
IehPaaTZz6_b.tif,59457,60053,72095,72742,82688,198144
IehPaaTZz6_b.tif,18356,18858,92560,93076,82688,198144
IehPaaTZz6_b.tif,17065,17523,185589,186414,82688,198144
IehPaaTZz6_b.tif,78730,79490,18971,19702,82688,198144
IehPaaTZz6_b.tif,79181,79843,17716,18763,82688,198144
KuWAlQ7Uim_a.tif,31433,33677,18169,20928,82688,188928
KuWAlQ7Uim_a.tif,73428,76083,12546,15288,82688,188928
KuWAlQ7Uim_a.tif,29951,32154,65202,66087,82688,188928
Fn4HYIDBKM_a.tif,32199,32678,57873,58386,82944,197632
Fn4HYIDBKM_a.tif,18828,20242,113431,114195,82944,197632
Fn4HYIDBKM_a.tif,66407,68973,172180,173007,82944,197632
Fn4HYIDBKM_b.tif,19290,21445,118172,119921,82944,197632
Fn4HYIDBKM_b.tif,17936,19381,116188,116821,82944,197632
GJtN0vbkRH_b.tif,4156,5279,56450,57001,82944,197888
GJtN0vbkRH_b.tif,29517,30655,120985,121952,82944,197888
GJtN0vbkRH_b.tif,37352,39575,117409,118613,82944,197888
GJtN0vbkRH_b.tif,33679,35496,120570,121202,82944,197888
GJtN0vbkRH_b.tif,79729,80516,133427,134601,82944,197888
GJtN0vbkRH_b.tif,32759,34524,164957,165608,82944,197888
GJtN0vbkRH_b.tif,77259,79886,175592,176276,82944,197888
4ooLAejU32_a.tif,21349,21883,49906,50339,82944,181760
qfIUOzUMBA_b.tif,12876,13063,157909,158468,82688,173056
7IvtViVRXg_b.tif,57708,59114,119263,119721,82688,197632
yJxYpOCh6m_a.tif,4560,5006,22766,23152,82688,198144
yJxYpOCh6m_a.tif,39133,39724,29143,29611,82688,198144
yJxYpOCh6m_b.tif,18928,18941,24013,24038,82688,198144
yJxYpOCh6m_b.tif,18952,19501,23978,24698,82688,198144
yJxYpOCh6m_b.tif,65431,65904,22338,22976,82688,198144
rzsagNFXMn_a.tif,14810,15905,147515,148497,82688,198144
rzsagNFXMn_a.tif,15458,15486,148084,148204,82688,198144
rzsagNFXMn_a.tif,67518,68769,142467,143413,82688,198144
nbIYQ6pJXc_b.tif,57819,58269,174837,175225,82688,197632
nbIYQ6pJXc_b.tif,58518,59239,173753,174014,82688,197632
nbIYQ6pJXc_b.tif,7614,8310,191973,192394,82688,197632
CYgdVRqefI_a.tif,51185,52577,87606,88891,82944,198144
CYgdVRqefI_b.tif,19598,21087,116433,117845,82944,198144
CYgdVRqefI_b.tif,48402,50048,114246,115792,82944,198144
CYgdVRqefI_b.tif,35107,36595,155220,156672,82944,198144
j2SwPa04fq_a.tif,8442,9317,33482,34383,82944,182528
j2SwPa04fq_a.tif,15066,17168,45504,47441,82944,182528
j2SwPa04fq_a.tif,55497,56466,29673,30616,82944,182528
j2SwPa04fq_a.tif,57834,60470,36488,39178,82944,182528
j2SwPa04fq_a.tif,54917,56344,86994,88428,82944,182528
zMeKzML5G6_b.tif,18566,19790,160177,161301,82944,197888
kGR3yrYLds_b.tif,4685,5859,130074,130868,82688,198144
SXTPIN4eD4_a.tif,67667,68087,26679,27252,82944,197888
SXTPIN4eD4_a.tif,73753,74523,21066,21662,82944,197888
SXTPIN4eD4_a.tif,74281,74797,18717,19164,82944,197888
SXTPIN4eD4_a.tif,32806,33268,12943,13312,82944,197888
Lzx7XfUujk_a.tif,12174,12613,34455,34727,78848,195584
Lzx7XfUujk_a.tif,13308,13336,34726,34737,78848,195584
Lzx7XfUujk_a.tif,57881,58756,73569,73803,78848,195584
Lzx7XfUujk_b.tif,14121,14659,25019,25364,78848,195584
Lzx7XfUujk_b.tif,14463,15062,26445,26890,78848,195584
Lzx7XfUujk_b.tif,53455,54007,82217,82559,78848,195584
Lzx7XfUujk_b.tif,15486,15738,145827,146587,78848,195584
Lzx7XfUujk_b.tif,17181,17593,145345,145910,78848,195584
Lzx7XfUujk_b.tif,63207,63569,142583,143562,78848,195584
Lzx7XfUujk_b.tif,64715,65022,142167,142754,78848,195584
Lzx7XfUujk_b.tif,67782,68140,116477,117554,78848,195584
Lzx7XfUujk_b.tif,8802,9241,84908,85324,78848,195584
Lzx7XfUujk_b.tif,10468,10792,84122,84991,78848,195584
lFYxTFs4eF_a.tif,11866,12501,47813,48397,82688,197888
QgBvPeB8u5_b.tif,32050,32938,141796,142451,82944,197632
QgBvPeB8u5_b.tif,75817,76209,87531,88300,82944,197632
pfgu5Dsc2o_a.tif,16958,17234,24755,24971,82944,185088
pfgu5Dsc2o_a.tif,65178,65500,22160,22440,82944,185088
pfgu5Dsc2o_a.tif,65905,66280,61838,62071,82944,185088
pfgu5Dsc2o_a.tif,67975,68395,60749,60887,82944,185088
Qy7f832iwf_b.tif,23329,23880,68455,69397,82688,198400
Qy7f832iwf_b.tif,20950,22218,67490,68441,82688,198400
LVmhyW5ike_a.tif,9194,9872,15730,17196,82944,198144
LVmhyW5ike_a.tif,6153,6637,20202,20682,82944,198144
LVmhyW5ike_a.tif,5543,6724,22398,22776,82944,198144
LVmhyW5ike_a.tif,10434,12371,31687,32220,82944,198144
LVmhyW5ike_a.tif,17083,17673,34466,35094,82944,198144
LVmhyW5ike_a.tif,6137,6539,58305,59477,82944,198144
LVmhyW5ike_a.tif,50034,50789,68518,69085,82944,198144
LVmhyW5ike_a.tif,53039,53736,64211,65110,82944,198144
LVmhyW5ike_a.tif,54220,54690,66323,66658,82944,198144
LVmhyW5ike_a.tif,57527,58271,81272,81595,82944,198144
JvxiXClFKl_a.tif,20316,20451,9218,9502,82688,197888
JvxiXClFKl_a.tif,54595,54968,43555,43926,82688,197888
JvxiXClFKl_a.tif,68960,69285,36893,37146,82688,197888
JvxiXClFKl_a.tif,69289,69556,36645,36854,82688,197888
JvxiXClFKl_a.tif,69751,70029,37180,37225,82688,197888
JvxiXClFKl_a.tif,74836,75216,38960,39218,82688,197888
JvxiXClFKl_b.tif,28210,28629,53993,54455,82688,197888
JvxiXClFKl_b.tif,62792,63068,183402,183826,82688,197888
JvxiXClFKl_b.tif,23789,24337,186116,186585,82688,197888
JvxiXClFKl_b.tif,25161,25350,187618,187791,82688,197888
bxeQWjiUl3_a.tif,16437,17145,76401,77088,82688,197632
bxeQWjiUl3_a.tif,6227,7352,30312,31530,82688,197632
bxeQWjiUl3_a.tif,63582,64780,76463,77702,82688,197632
bxeQWjiUl3_a.tif,10939,11564,181989,182515,82688,197632
bxeQWjiUl3_a.tif,59946,60641,182501,183041,82688,197632
bxeQWjiUl3_a.tif,61781,62526,130439,131256,82688,197632
bxeQWjiUl3_b.tif,57282,58202,118086,118916,82688,197632
bxeQWjiUl3_b.tif,54071,55341,66884,67996,82688,197632
bxeQWjiUl3_b.tif,2007,3236,71673,72610,82688,197632
ohz3unIR9h_b.tif,7563,8140,122129,122816,82688,198144
ohz3unIR9h_b.tif,52673,53509,119864,120767,82688,198144
Mn1A3CnXrc_b.tif,69208,69915,6579,7198,83200,198144
Mn1A3CnXrc_b.tif,22029,22618,12103,12512,83200,198144
kiAdmoDDMM_a.tif,31062,32124,136153,136844,82944,198144
kiAdmoDDMM_b.tif,53474,54038,23262,24095,82944,198144
kiAdmoDDMM_b.tif,39685,40598,114007,114542,82944,198144
OokgZQp6F7_a.tif,8413,9493,65792,67051,82688,197632
OokgZQp6F7_a.tif,58925,60124,62021,62770,82688,197632
OokgZQp6F7_a.tif,66525,67178,174695,175296,82688,197632
OokgZQp6F7_b.tif,11009,11861,72852,73813,82688,197632
MjDOoRKo0F_b.tif,36728,38001,42973,43705,82944,177152
MjDOoRKo0F_b.tif,80742,81642,29834,30875,82944,177152
MjDOoRKo0F_b.tif,17571,18129,110808,112733,82944,177152
MjDOoRKo0F_b.tif,67017,67608,105614,107266,82944,177152
9KcFSsPZec_a.tif,77644,79055,71505,72698,82944,197632
as3EWwqKEE_a.tif,8517,9527,36465,37279,82688,197888
as3EWwqKEE_a.tif,19842,20864,185154,186006,82688,197888
as3EWwqKEE_a.tif,56798,57515,40713,41598,82688,197888
as3EWwqKEE_a.tif,66099,67022,181791,182648,82688,197888
lQBbQOovkN_a.tif,20711,22444,74238,75350,82688,197888
lQBbQOovkN_a.tif,12528,13363,191363,192183,82688,197888
lQBbQOovkN_a.tif,65486,66487,80017,81175,82688,197888
lQBbQOovkN_a.tif,78254,78991,192839,193618,82688,197888
lQBbQOovkN_b.tif,17667,18673,141257,142101,82688,197888
0Xl3mBHGYt_b.tif,29310,29999,21640,22258,82688,197888
0Xl3mBHGYt_b.tif,42011,42467,26969,27405,82688,197888
0Xl3mBHGYt_b.tif,24709,25796,36010,37197,82688,197888
0Xl3mBHGYt_b.tif,12727,13531,60160,61168,82688,197888
0Xl3mBHGYt_b.tif,6580,7299,65794,66445,82688,197888
0Xl3mBHGYt_b.tif,5735,6402,64580,65325,82688,197888
0Xl3mBHGYt_b.tif,10999,11535,169630,170080,82688,197888
0Xl3mBHGYt_b.tif,66439,67172,24356,25061,82688,197888
0Xl3mBHGYt_b.tif,64636,66051,45724,47211,82688,197888
0Xl3mBHGYt_b.tif,52622,53622,63953,65055,82688,197888
0Xl3mBHGYt_b.tif,46709,47473,69226,69793,82688,197888
0Xl3mBHGYt_b.tif,46020,46640,67939,68650,82688,197888
dXvgQtyWye_a.tif,15843,16638,13523,14111,82944,197632
dXvgQtyWye_a.tif,14873,15647,14232,14741,82944,197632
dXvgQtyWye_a.tif,13967,14711,11975,12503,82944,197632
dXvgQtyWye_a.tif,11417,13375,11936,12855,82944,197632
dXvgQtyWye_a.tif,16406,17570,58647,59416,82944,197632
dXvgQtyWye_a.tif,16681,18444,59955,61278,82944,197632
dXvgQtyWye_a.tif,15336,16721,122372,123294,82944,197632
dXvgQtyWye_a.tif,15672,16854,121516,122386,82944,197632
dXvgQtyWye_a.tif,68584,69274,13843,14632,82944,197632
dXvgQtyWye_a.tif,69695,70456,13394,14254,82944,197632
dXvgQtyWye_a.tif,68698,69487,12741,13483,82944,197632
dXvgQtyWye_a.tif,71782,72815,51098,51840,82944,197632
dXvgQtyWye_a.tif,71956,74021,52269,53665,82944,197632
dXvgQtyWye_a.tif,65607,66832,101720,102560,82944,197632
dXvgQtyWye_a.tif,64716,66534,102407,103385,82944,197632
dXvgQtyWye_b.tif,17981,20037,15190,16012,82944,197632
dXvgQtyWye_b.tif,22348,23345,17009,17756,82944,197632
dXvgQtyWye_b.tif,21568,22353,17765,18360,82944,197632
dXvgQtyWye_b.tif,16359,18264,51764,52542,82944,197632
dXvgQtyWye_b.tif,21044,21986,53664,54499,82944,197632
dXvgQtyWye_b.tif,15915,17503,109994,111464,82944,197632
dXvgQtyWye_b.tif,24985,26389,190864,191386,82944,197632
dXvgQtyWye_b.tif,24810,26251,191632,192341,82944,197632
dXvgQtyWye_b.tif,69547,71385,6886,7897,82944,197632
dXvgQtyWye_b.tif,72300,73068,9700,10378,82944,197632
dXvgQtyWye_b.tif,73535,74182,9523,10078,82944,197632
dXvgQtyWye_b.tif,74131,75048,51939,52709,82944,197632
dXvgQtyWye_b.tif,65856,67170,108104,109224,82944,197632
dXvgQtyWye_b.tif,66030,67840,109479,110816,82944,197632
pKV3BMNUpm_a.tif,13466,14537,109761,110781,82688,197888
pKV3BMNUpm_a.tif,68439,69377,189945,190904,82688,197888
sIWLAV09S2_a.tif,15008,15425,23778,25060,82688,197888
sIWLAV09S2_a.tif,6566,7443,46168,47049,82688,197888
